'subject','predicate','object',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Bypass_Surgery','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#CETP_Inhibitors','a','CardiovascularDiseaseOntology:Blood_Pressure_Reduce_Medications',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#CETP_Inhibitors','a','CardiovascularDiseaseOntology:Medication',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#CETP_Inhibitors','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Canada','a','CardiovascularDiseaseOntology:Country',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Canada','a','CardiovascularDiseaseOntology:Geographic_Location',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Canada','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiac_Resynchronization_Therapy','a','CardiovascularDiseaseOntology:Implant_Devices_Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiac_Resynchronization_Therapy','a','CardiovascularDiseaseOntology:Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiac_Resynchronization_Therapy','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiac_Surgery','a','CardiovascularDiseaseOntology:Medical_Specialization',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiac_Surgery','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardio','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardio','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardio','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardio','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_Administration_Department','a','CardiovascularDiseaseOntology:Administration_Department',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_Administration_Department','a','CardiovascularDiseaseOntology:Health_Organization',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_Administration_Department','a','CardiovascularDiseaseOntology:Public_Hospital',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_Administration_Department','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_Emergency_Department','a','CardiovascularDiseaseOntology:Emergency_Department',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_Emergency_Department','a','CardiovascularDiseaseOntology:Health_Organization',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_Emergency_Department','a','CardiovascularDiseaseOntology:Public_Hospital',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_Emergency_Department','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_General_Department','a','CardiovascularDiseaseOntology:Cardiology_Department',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_General_Department','a','CardiovascularDiseaseOntology:General_Department',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_General_Department','a','CardiovascularDiseaseOntology:Health_Organization',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_General_Department','a','CardiovascularDiseaseOntology:Public_Hospital',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cardiovascular_General_Department','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chil_Specialist_Practitioner1','a','CardiovascularDiseaseOntology:Child_Specialist_Practitioner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chil_Specialist_Practitioner1','a','CardiovascularDiseaseOntology:Medical_Practitioner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chil_Specialist_Practitioner1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chiropractic_Therapy','a','CardiovascularDiseaseOntology:Cardiac_Care_Remdies',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chiropractic_Therapy','a','CardiovascularDiseaseOntology:Remedies_for_OutPatient_Care',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chiropractic_Therapy','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cholesterol','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cholesterol','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cholesterol','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cholesterol','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chronic_Cardiovascular_Diseases_Specialist','a','CardiovascularDiseaseOntology:Chronic_Diseases_Specialist',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chronic_Cardiovascular_Diseases_Specialist','a','CardiovascularDiseaseOntology:Specialist_Area_Comptence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Chronic_Cardiovascular_Diseases_Specialist','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#City','a','owl:Class',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#City','rdfs_subClassOf','CardiovascularDiseaseOntology:Geographic_Location',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cognitive_Behavioural_Therapy','a','CardiovascularDiseaseOntology:Cardiac_Care_Remdies',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cognitive_Behavioural_Therapy','a','CardiovascularDiseaseOntology:Remedies_for_OutPatient_Care',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Cognitive_Behavioural_Therapy','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Coronary_Angioplasty_and_Stents_\(PCI\)','a','CardiovascularDiseaseOntology:Stenting_Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Coronary_Angioplasty_and_Stents_\(PCI\)','a','CardiovascularDiseaseOntology:Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Coronary_Angioplasty_and_Stents_\(PCI\)','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Country_Council','a','owl:Class',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Country_Council','rdfs_subClassOf','CardiovascularDiseaseOntology:Geographic_Location',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Diastolic_BP','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Diastolic_BP','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Diastolic_BP','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Diastolic_BP','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Education_Level_Strong','a','CardiovascularDiseaseOntology:Competence_Proficiency_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Education_Level_Strong','a','CardiovascularDiseaseOntology:Education_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Education_Level_Strong','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Emergency_Cardiovascular_Ward1','a','CardiovascularDiseaseOntology:Emergency_Cardiovascular_Ward',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Emergency_Cardiovascular_Ward1','a','CardiovascularDiseaseOntology:Medical_Ward',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Emergency_Cardiovascular_Ward1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Emergency_Department_Process1','a','CardiovascularDiseaseOntology:Emergency_Department_Process',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Emergency_Department_Process1','a','CardiovascularDiseaseOntology:Process',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Emergency_Department_Process1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#English','a','CardiovascularDiseaseOntology:Language',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#English','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Entonox','a','CardiovascularDiseaseOntology:Cardiac_Care_Remdies',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Entonox','a','CardiovascularDiseaseOntology:Remedies_for_PreHospital_Care',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Entonox','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Entonox','rdfs_comment','Entonox is a mixture of a gas called nitrous oxide and oxygen. It is also called gas and air. You can breathe in Entonox to control pain and anxiety during some medical tests and procedures.',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Excercise-based_Cardiac_Excercise_Prgrams','a','CardiovascularDiseaseOntology:Physical_Activity',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Excercise-based_Cardiac_Excercise_Prgrams','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Experience_Level_Excellent','a','CardiovascularDiseaseOntology:Competence_Proficiency_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Experience_Level_Excellent','a','CardiovascularDiseaseOntology:Experience_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Experience_Level_Excellent','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Female=0','a','CardiovascularDiseaseOntology:Female',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Female=0','a','CardiovascularDiseaseOntology:Gender_or_Sex',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Female=0','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Fibrates','a','CardiovascularDiseaseOntology:Blood_Pressure_Reduce_Medications',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Fibrates','a','CardiovascularDiseaseOntology:Medication',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Fibrates','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Force','a','CardiovascularDiseaseOntology:Anti-diabetic_Medication',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Force','a','CardiovascularDiseaseOntology:Medication',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Force','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#French','a','CardiovascularDiseaseOntology:Language',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#French','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Gender','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Gender','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Gender','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Gender','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Cardiovascular_Ward1','a','CardiovascularDiseaseOntology:General_Cardiovascular_Ward',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Cardiovascular_Ward1','a','CardiovascularDiseaseOntology:Medical_Ward',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Cardiovascular_Ward1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Competence_Level_Strong','a','CardiovascularDiseaseOntology:Competence_Proficiency_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Competence_Level_Strong','a','CardiovascularDiseaseOntology:General_Competence_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Competence_Level_Strong','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Practitioner_Group1','a','CardiovascularDiseaseOntology:General_Practitioner_Group',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Practitioner_Group1','a','CardiovascularDiseaseOntology:Occupational_Group',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#General_Practitioner_Group1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Glucose','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Glucose','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Glucose','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Glucose','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal10:_To_make_easful_Emergency_Department_Check_In_Procedures','a','CardiovascularDiseaseOntology:Cardiac_Pre_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal10:_To_make_easful_Emergency_Department_Check_In_Procedures','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal10:_To_make_easful_Emergency_Department_Check_In_Procedures','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal11:_To_Deploy_Assistive_Tools_for_Instant_Identification_of_Common_Diagnosis_at_Arrival','a','CardiovascularDiseaseOntology:Cardiac_Pre_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal11:_To_Deploy_Assistive_Tools_for_Instant_Identification_of_Common_Diagnosis_at_Arrival','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal11:_To_Deploy_Assistive_Tools_for_Instant_Identification_of_Common_Diagnosis_at_Arrival','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal1:_Maintain_Physical_and_Lab_Tests_using_Resources_Effectiently','a','CardiovascularDiseaseOntology:Cardiac_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal1:_Maintain_Physical_and_Lab_Tests_using_Resources_Effectiently','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal1:_Maintain_Physical_and_Lab_Tests_using_Resources_Effectiently','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal2:_Conduct_Wardround_Session_and_Evaluating_Patient_Medical_History_and_Lab_Tests','a','CardiovascularDiseaseOntology:Cardiac_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal2:_Conduct_Wardround_Session_and_Evaluating_Patient_Medical_History_and_Lab_Tests','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal2:_Conduct_Wardround_Session_and_Evaluating_Patient_Medical_History_and_Lab_Tests','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal3:_To_Provide_Fast_and_Accurate_Triage_and_Risk_Straification_of_Critically_ill_Patients','a','CardiovascularDiseaseOntology:Cardiac_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal3:_To_Provide_Fast_and_Accurate_Triage_and_Risk_Straification_of_Critically_ill_Patients','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal3:_To_Provide_Fast_and_Accurate_Triage_and_Risk_Straification_of_Critically_ill_Patients','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal4:_To_Determine_Emergency_Severity_Index_Catogories','a','CardiovascularDiseaseOntology:Cardiac_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal4:_To_Determine_Emergency_Severity_Index_Catogories','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal4:_To_Determine_Emergency_Severity_Index_Catogories','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal5:_To_Provide_Individual_Supprot_to_Patients_Helping_them_to_Follow_their_Therapies','a','CardiovascularDiseaseOntology:Cardiac_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal5:_To_Provide_Individual_Supprot_to_Patients_Helping_them_to_Follow_their_Therapies','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal5:_To_Provide_Individual_Supprot_to_Patients_Helping_them_to_Follow_their_Therapies','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal6:_To_Ensure_Rehabilitation_and_Discharge_Process_efficiently','a','CardiovascularDiseaseOntology:Cardiac_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal6:_To_Ensure_Rehabilitation_and_Discharge_Process_efficiently','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal6:_To_Ensure_Rehabilitation_and_Discharge_Process_efficiently','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal7:_To_Achieve_effective_Decision_Making','a','CardiovascularDiseaseOntology:Cardiac_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal7:_To_Achieve_effective_Decision_Making','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal7:_To_Achieve_effective_Decision_Making','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal8:_To_Ensure_Smooth_Information_Flow_Processes_in_Emergency_Department','a','CardiovascularDiseaseOntology:Cardiac_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal8:_To_Ensure_Smooth_Information_Flow_Processes_in_Emergency_Department','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal8:_To_Ensure_Smooth_Information_Flow_Processes_in_Emergency_Department','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal9:_To_Follow_Patient_Long_term_Treatment_Plans_and_Rehabiliatation_Strategies','a','CardiovascularDiseaseOntology:Cardiac_Post_Emergency_Department_Goal',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal9:_To_Follow_Patient_Long_term_Treatment_Plans_and_Rehabiliatation_Strategies','a','CardiovascularDiseaseOntology:Goals',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Goal9:_To_Follow_Patient_Long_term_Treatment_Plans_and_Rehabiliatation_Strategies','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#HDL_Cholesterol_Ranged_[Value_number_60_mg/dL_[1.6mmol/L_or_above]]_for_Women','a','CardiovascularDiseaseOntology:HDL_Cholesterol-Desireable',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#HDL_Cholesterol_Ranged_[Value_number_60_mg/dL_[1.6mmol/L_or_above]]_for_Women','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#HDL_Cholesterol_Ranged_[Value_number_less_than_50_mg/dl_[1.3_mmol/L]]_for_Women','a','CardiovascularDiseaseOntology:HDL_Cholesterol_At_Risk',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#HDL_Cholesterol_Ranged_[Value_number_less_than_50_mg/dl_[1.3_mmol/L]]_for_Women','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Head_Nurse1','a','CardiovascularDiseaseOntology:Head_Nurse_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Head_Nurse1','a','CardiovascularDiseaseOntology:Medical_Nurse_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Head_Nurse1','a','CardiovascularDiseaseOntology:Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Head_Nurse1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Health_Informatics','a','CardiovascularDiseaseOntology:Medical_Specialization',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Health_Informatics','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Healthing_Eating,_Managing_your_weight,_Understanding_risk_factors','a','CardiovascularDiseaseOntology:Life_Style_Changes_Treatment',,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Healthing_Eating,_Managing_your_weight,_Understanding_risk_factors','a','CardiovascularDiseaseOntology:Treatment',,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Healthing_Eating,_Managing_your_weight,_Understanding_risk_factors','a','owl:NamedIndividual',,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Heart_Surgery_Studies','a','CardiovascularDiseaseOntology:Educational_Field',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Heart_Surgery_Studies','a','CardiovascularDiseaseOntology:Surgery',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Heart_Surgery_Studies','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Heart_Transplant','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Heart_Valve_Surgery','a','CardiovascularDiseaseOntology:Heart_Surgery_Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Heart_Valve_Surgery','a','CardiovascularDiseaseOntology:Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Heart_Valve_Surgery','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Hospital_Care_Management1','a','CardiovascularDiseaseOntology:Cardiac_Management',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Hospital_Care_Management1','a','CardiovascularDiseaseOntology:Hospital_Care_Management',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Hospital_Care_Management1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#ICD_or_Pacemaker','a','CardiovascularDiseaseOntology:Implant_Devices_Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#ICD_or_Pacemaker','a','CardiovascularDiseaseOntology:Treatment',,,,,
